"nachname";"vorname";"geburtsdatum";"schuljahr";"abschnitt";"fach";"fachlehrer";"kurs";"kursart";"jahrgaenge";"note";"abiturfach";"wochenstd";"externeschulnr";"zusatzkraft";"wochenstdzusatzkraft";"fehlstd";"unentschfehlstd";"mahnung";"mahndatum"
"Schäfer";"Susanne";"09.05.2010";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Schäfer";"Susanne";"09.05.2010";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Schäfer";"Susanne";"09.05.2010";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Stanescu";"Larisa";"22.03.2010";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Stanescu";"Larisa";"22.03.2010";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Stanescu";"Larisa";"22.03.2010";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Stanescu";"Larisa";"22.03.2010";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Stanescu";"Larisa";"22.03.2010";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Gündüz";"İbrahim";"03.03.2009";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Gündüz";"İbrahim";"03.03.2009";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Gündüz";"İbrahim";"03.03.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Gündüz";"İbrahim";"03.03.2009";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Gündüz";"İbrahim";"03.03.2009";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Małecki";"Kamil";"22.06.2010";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Małecki";"Kamil";"22.06.2010";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Małecki";"Kamil";"22.06.2010";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Małecki";"Kamil";"22.06.2010";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Małecki";"Kamil";"22.06.2010";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Acar";"Rabia";"27.03.2010";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Acar";"Rabia";"27.03.2010";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Acar";"Rabia";"27.03.2010";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Acar";"Rabia";"27.03.2010";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Acar";"Rabia";"27.03.2010";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Vasilis";"03.07.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Vasilis";"03.07.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Vasilis";"03.07.2009";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Vasilis";"03.07.2009";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Vasilis";"03.07.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Solak";"Kemal";"05.03.2010";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Solak";"Kemal";"05.03.2010";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Solak";"Kemal";"05.03.2010";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Solak";"Kemal";"05.03.2010";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Solak";"Kemal";"05.03.2010";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Wiśniewski";"Piotr";"04.05.2011";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Wiśniewski";"Piotr";"04.05.2011";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Wiśniewski";"Piotr";"04.05.2011";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Wiśniewski";"Piotr";"04.05.2011";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Wiśniewski";"Piotr";"04.05.2011";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Decker";"Charlotte";"19.04.2012";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Decker";"Charlotte";"19.04.2012";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Decker";"Charlotte";"19.04.2012";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Decker";"Charlotte";"19.04.2012";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Decker";"Charlotte";"19.04.2012";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Knežević";"Tomislav";"26.06.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Knežević";"Tomislav";"26.06.2011";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Knežević";"Tomislav";"26.06.2011";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Knežević";"Tomislav";"26.06.2011";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Knežević";"Tomislav";"26.06.2011";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Nicole";"10.01.2012";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Nicole";"10.01.2012";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Nicole";"10.01.2012";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Nicole";"10.01.2012";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Nicole";"10.01.2012";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Merima";"11.11.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Merima";"11.11.2011";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Merima";"11.11.2011";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Merima";"11.11.2011";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Merima";"11.11.2011";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hamdan";"Salma";"20.07.2011";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Hamdan";"Salma";"20.07.2011";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Hamdan";"Salma";"20.07.2011";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hamdan";"Salma";"20.07.2011";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hamdan";"Salma";"20.07.2011";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Werner";"Helga";"21.05.2012";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Werner";"Helga";"21.05.2012";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Werner";"Helga";"21.05.2012";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Werner";"Helga";"21.05.2012";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Werner";"Helga";"21.05.2012";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Matić";"Igor";"13.06.2012";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Matić";"Igor";"13.06.2012";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Matić";"Igor";"13.06.2012";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Matić";"Igor";"13.06.2012";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Matić";"Igor";"13.06.2012";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Braun";"Moritz";"06.12.2011";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Braun";"Moritz";"06.12.2011";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Braun";"Moritz";"06.12.2011";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Braun";"Moritz";"06.12.2011";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Braun";"Moritz";"06.12.2011";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Seidel";"Laura";"28.11.2011";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Seidel";"Laura";"28.11.2011";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Seidel";"Laura";"28.11.2011";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Seidel";"Laura";"28.11.2011";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Seidel";"Laura";"28.11.2011";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Marino";"Cristian";"12.01.2012";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Marino";"Cristian";"12.01.2012";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Marino";"Cristian";"12.01.2012";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Marino";"Cristian";"12.01.2012";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Marino";"Cristian";"12.01.2012";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Ziegler";"Johanna";"15.08.2011";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Ziegler";"Johanna";"15.08.2011";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Ziegler";"Johanna";"15.08.2011";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Ziegler";"Johanna";"15.08.2011";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Ziegler";"Johanna";"15.08.2011";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Hrytsenko";"Oleksiy";"08.12.2012";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Hrytsenko";"Oleksiy";"08.12.2012";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hrytsenko";"Oleksiy";"08.12.2012";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hrytsenko";"Oleksiy";"08.12.2012";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Hrytsenko";"Oleksiy";"08.12.2012";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Szymański";"Justyna";"22.03.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Szymański";"Justyna";"22.03.2011";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Szymański";"Justyna";"22.03.2011";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Szymański";"Justyna";"22.03.2011";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Szymański";"Justyna";"22.03.2011";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"König";"Theresa";"13.11.2011";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"König";"Theresa";"13.11.2011";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"König";"Theresa";"13.11.2011";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"König";"Theresa";"13.11.2011";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"König";"Theresa";"13.11.2011";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Özdemir";"Kaan";"17.06.2011";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Özdemir";"Kaan";"17.06.2011";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Özdemir";"Kaan";"17.06.2011";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Özdemir";"Kaan";"17.06.2011";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Özdemir";"Kaan";"17.06.2011";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Felix";"24.10.2012";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Felix";"24.10.2012";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Felix";"24.10.2012";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Felix";"24.10.2012";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Krüger";"Felix";"24.10.2012";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Papadopoulos";"Maria";"02.01.2012";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Papadopoulos";"Maria";"02.01.2012";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Papadopoulos";"Maria";"02.01.2012";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Papadopoulos";"Maria";"02.01.2012";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Papadopoulos";"Maria";"02.01.2012";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Lê";"Thu";"18.10.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Lê";"Thu";"18.10.2011";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Lê";"Thu";"18.10.2011";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Lê";"Thu";"18.10.2011";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lê";"Thu";"18.10.2011";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Zinchenko";"Natalia";"07.03.2012";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Zinchenko";"Natalia";"07.03.2012";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Zinchenko";"Natalia";"07.03.2012";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Zinchenko";"Natalia";"07.03.2012";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Zinchenko";"Natalia";"07.03.2012";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Barakat";"Widad";"13.03.2012";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Barakat";"Widad";"13.03.2012";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Barakat";"Widad";"13.03.2012";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Barakat";"Widad";"13.03.2012";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Barakat";"Widad";"13.03.2012";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Al-Khatib";"Dina";"16.10.2011";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Al-Khatib";"Dina";"16.10.2011";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Al-Khatib";"Dina";"16.10.2011";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Al-Khatib";"Dina";"16.10.2011";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Al-Khatib";"Dina";"16.10.2011";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hussain";"Farah";"01.04.2011";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Hussain";"Farah";"01.04.2011";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hussain";"Farah";"01.04.2011";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Hussain";"Farah";"01.04.2011";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Hussain";"Farah";"01.04.2011";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Giorgos";"15.03.2012";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Giorgos";"15.03.2012";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Giorgos";"15.03.2012";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Giorgos";"15.03.2012";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Constantinou";"Giorgos";"15.03.2012";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Tobias";"16.06.2012";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Tobias";"16.06.2012";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Tobias";"16.06.2012";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Tobias";"16.06.2012";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Hahn";"Tobias";"16.06.2012";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Pınar";"09.11.2012";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Pınar";"09.11.2012";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Pınar";"09.11.2012";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Pınar";"09.11.2012";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Pınar";"09.11.2012";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Peters";"Christoph";"22.02.2012";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Peters";"Christoph";"22.02.2012";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Peters";"Christoph";"22.02.2012";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Peters";"Christoph";"22.02.2012";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Peters";"Christoph";"22.02.2012";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Zawadzki";"Justyna";"24.09.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Zawadzki";"Justyna";"24.09.2011";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Zawadzki";"Justyna";"24.09.2011";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Zawadzki";"Justyna";"24.09.2011";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Zawadzki";"Justyna";"24.09.2011";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Benkirane";"Nour";"10.06.2011";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Benkirane";"Nour";"10.06.2011";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Benkirane";"Nour";"10.06.2011";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Benkirane";"Nour";"10.06.2011";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Benkirane";"Nour";"10.06.2011";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Berger";"Julian";"20.03.2011";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Berger";"Julian";"20.03.2011";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Berger";"Julian";"20.03.2011";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Berger";"Julian";"20.03.2011";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Berger";"Julian";"20.03.2011";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schulze";"Johannes";"25.08.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Schulze";"Johannes";"25.08.2011";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Schulze";"Johannes";"25.08.2011";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Schulze";"Johannes";"25.08.2011";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Schulze";"Johannes";"25.08.2011";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Paweł";"04.12.2012";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Paweł";"04.12.2012";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Paweł";"04.12.2012";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Paweł";"04.12.2012";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Nowak";"Paweł";"04.12.2012";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Babić";"Ena";"22.04.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Babić";"Ena";"22.04.2011";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Babić";"Ena";"22.04.2011";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Babić";"Ena";"22.04.2011";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Babić";"Ena";"22.04.2011";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Becker";"Tobias";"07.11.2011";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Becker";"Tobias";"07.11.2011";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Becker";"Tobias";"07.11.2011";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Becker";"Tobias";"07.11.2011";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Becker";"Tobias";"07.11.2011";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Theresa";"07.12.2011";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Theresa";"07.12.2011";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Theresa";"07.12.2011";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Theresa";"07.12.2011";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Voigt";"Theresa";"07.12.2011";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Bayram";"13.06.2012";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Bayram";"13.06.2012";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Şahin";"Bayram";"13.06.2012";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
